コード,決算期,連/単,売上高,営業利益,経常利益,当期利益,EPS（円）,一株配当金（円）
25935,----/--,--,--,--,--,--,--,--,
25935,----/--,--,--,--,--,--,--,--,
3901,2015/12,連結,1232,416,423,283,89.79,35.00,
3901,2016/12,連結,1432,518,510,358,111.99,42.00,
3901,2017/12,連結,1680,607,636,445,34.04,12.50,
3901,2018/12,連結,2043,734,740,508,38.73,15.00,
3901,2019/12,連結,2434,875,890,620,46.87,18.00,
3901,2019/12,連結,2434,875,890,620,47.14,18.00,
3902,2015/12,単独,2413,282,280,164,35.33,0.00,
3902,2016/12,連結,2632,430,415,178,18.68,0.00,
3902,2017/12,連結,3225,569,565,354,17.72,0.00,
3902,2018/12,連結,3577,351,351,69,1.74,0.00,
3902,2019/12,連結,3840,650,650,400,9.99,0.00,
3902,2019/12,連結,3840,650,650,400,9.99,0.00,
3903,2016/04,連結,21437,-2229,-2256,-3299,-111.56,0.00,
3903,2017/04,連結,25933,1650,1734,1383,46.65,0.00,
3903,2018/04,連結,27112,994,962,552,18.91,0.00,
3903,2019/04,連結,21257,-1430,-1661,-1695,-57.04,0.00,
3903,2020/04,単独,--,--,--,--,--,0.00,
3903,2020/04,連結,23000,1600,1500,1000,32.16,0.00,
3904,2015/12,連結,3705,392,395,261,34.77,0.00,
3904,2016/12,連結,5497,643,687,477,31.75,0.00,
3904,2017/12,連結,6087,675,737,507,33.71,3.90,
3904,2018/12,連結,5816,-391,-347,-253,-16.82,2.00,
3904,2019/12,連結,7000,0,0,0,0.00,--,
3904,2019/12,連結,7000,0,0,0,0.00,2.00,
3905,2016/03,連結,439,28,36,26,2.57,0.00,
3905,2017/03,連結,593,79,71,36,3.48,0.00,
3905,2018/03,連結,721,45,45,16,1.41,0.00,
3905,2019/03,連結,1088,100,95,37,3.22,0.00,
3905,2020/03,連結,1100,10,7,4,0.35,0.00,
3905,2020/03,連結,1250,100,100,50,4.20,0.00,
3906,2015/12,単独,959,-33,-43,-185,-90.48,0.00,
3906,2016/12,単独,812,-107,-121,-279,-128.33,0.00,
3906,2017/12,単独,872,-161,-158,-172,-71.30,0.00,
3906,2018/12,単独,1630,201,199,248,88.33,0.00,
3906,2019/12,単独,2400,360,360,310,95.14,--,
3906,2019/12,単独,2400,360,360,310,95.14,0.00,
3907,2015/11,連結,8231,266,252,146,64.64,10.00,
3907,2016/11,連結,7001,-411,-428,-499,-201.91,10.00,
3907,2017/11,連結,6115,-1251,-1202,-1137,-456.73,0.00,
3907,2018/11,連結,5002,-771,-804,-715,-264.47,0.00,
3907,2019/11,連結,4924,121,115,114,39.72,0.00,
3907,2019/11,連結,4924,121,115,114,38.67,0.00,
3908,2016/03,単独,1661,251,253,165,235.34,0.00,
3908,2017/03,単独,1814,292,289,194,137.91,0.00,
3908,2018/03,単独,1942,306,305,206,47.96,0.00,
3908,2019/03,単独,1968,310,307,210,44.07,0.00,
3908,2020/03,単独,2100,320,317,220,45.93,--,
3908,2020/03,単独,2100,320,317,220,45.93,0.00,
3909,2015/12,単独,1237,305,291,179,115.44,20.00,
3909,2016/12,単独,1375,331,308,176,26.37,8.00,
3909,2017/12,連結,1859,191,163,12,1.79,5.50,
3909,2018/12,連結,2002,352,323,16,2.48,0.00,
3909,2019/12,連結,1500,80,-16,-170,-25.08,5.50,
3909,2019/12,連結,1500,80,-16,-170,--,5.50,
3910,2016/03,単独,988,227,225,140,52.85,15.00,
3910,2017/03,連結,1600,309,308,186,69.39,19.00,
3910,2018/03,連結,1887,314,317,204,--,22.00,
3910,2019/03,連結,2075,317,305,112,20.65,8.00,
3910,2020/03,連結,2496,359,356,225,41.52,8.00,
3910,2020/03,連結,2496,359,356,225,41.45,8.00,
3911,2015/12,連結,12168,2883,2853,1907,57.79,5.00,
3911,2016/12,連結,9689,-310,-349,-551,-16.10,0.00,
3911,2017/12,連結,6829,-2949,-2947,-2972,-88.59,0.00,
3911,2018/12,連結,7314,-1486,-1509,-1553,-46.21,0.00,
3911,2019/12,単独,5778,-927,-937,-1028,-29.21,--,
3911,2019/12,連結,8000,-1500,-1500,-1500,--,0.00,
3912,2015/12,連結,1751,314,305,185,80.06,20.00,
3912,2016/12,連結,2072,611,611,411,87.29,27.00,
3912,2017/12,連結,2437,736,722,511,54.18,17.00,
3912,2018/12,連結,2978,849,848,585,63.37,0.00,
3912,2019/12,連結,3169,1070,1069,686,76.86,--,
3912,2019/12,連結,3169,1070,1069,686,77.70,0.00,
3913,2015/12,連結,1196,153,144,79,45.71,0.00,
3913,2016/12,連結,1282,175,38,-3,-2.04,0.00,
3913,2017/12,連結,1056,-60,-61,-141,-71.21,0.00,
3913,2018/12,連結,985,-107,-107,-110,-57.92,0.00,
3913,2019/12,連結,889,-79,-78,-84,-44.12,0.00,
3913,2019/12,連結,889,-79,-78,-84,--,0.00,
3914,2015/12,連結,--,--,--,--,--,0.00,
3914,2016/12,連結,1110,255,253,183,28.34,0.00,
3914,2017/12,連結,1296,325,461,262,40.10,0.00,
3914,2018/12,連結,1446,357,534,315,48.06,0.00,
3914,----/--,--,--,--,--,--,--,--,
3914,2019/12,連結,1600,500,600,400,59.82,0.00,
3915,2016/02,連結,2479,260,243,150,112.93,0.00,
3915,2017/02,連結,3534,202,216,128,46.65,0.00,
3915,2018/02,連結,4864,268,305,171,--,0.00,
3915,2019/02,連結,6558,125,192,156,26.76,0.00,
3915,2020/02,連結,8960,498,548,711,57.50,0.00,
3915,2020/02,連結,8960,498,548,711,56.60,0.00,
3916,2016/06,連結,9341,524,553,351,95.20,24.00,
3916,2017/06,連結,10273,653,641,466,60.67,15.00,
3916,2018/06,連結,11076,787,790,531,34.57,16.00,
3916,2019/06,連結,12355,1095,1106,737,48.07,16.00,
3916,2020/06,連結,13030,1180,1177,790,51.81,18.00,
3916,2020/06,連結,13030,1180,1177,790,50.96,18.00,
3917,2016/07,単独,1230,136,137,92,33.58,0.00,
3917,2017/07,単独,1493,210,211,151,27.48,0.00,
3917,2018/07,単独,1540,49,43,28,4.91,0.00,
3917,2019/03,連結,3261,12,15,-26,-4.07,0.00,
3917,2020/03,連結,5500,250,250,120,18.19,0.00,
3917,2020/03,連結,5500,250,250,120,18.01,0.00,
3918,2016/09,連結,8504,590,591,403,118.79,50.00,
3918,2017/09,連結,11397,717,726,450,119.93,50.00,
3918,2018/09,連結,14493,728,771,469,113.74,55.00,
3918,2019/09,連結,16540,822,843,459,110.94,60.00,
3918,2020/09,連結,17400,880,900,510,124.01,62.00,
3918,2020/09,連結,17400,880,900,510,119.68,62.00,
3919,2016/02,連結,4006,580,560,247,31.69,10.00,
3919,2017/02,連結,4802,845,864,404,53.30,21.00,
3919,2018/02,連結,5143,750,749,457,60.24,21.00,
3919,2019/02,連結,5419,394,390,140,18.50,12.00,
3919,2020/02,連結,6500,1200,1190,700,92.04,21.00,
3919,2020/02,連結,6500,1200,1190,700,86.15,21.00,
3920,2016/09,単独,1141,292,333,195,36.15,0.00,
3920,2017/09,単独,1216,186,169,115,20.97,0.00,
3920,2018/09,単独,1290,202,205,141,25.20,0.00,
3920,2019/09,連結,1833,244,223,134,24.18,0.00,
3920,2020/09,連結,2555,352,311,212,38.49,--,
3920,2020/09,連結,2555,352,311,212,37.14,0.00,
3921,2016/01,単独,1904,366,386,246,--,24.00,
3921,2017/01,単独,2116,391,428,296,82.56,8.50,
3921,2018/01,単独,2312,432,451,324,22.05,5.50,
3921,2019/01,単独,2661,528,547,382,25.81,6.00,
3921,2020/01,単独,2939,561,576,400,27.02,6.50,
3921,2020/01,単独,2939,561,576,400,26.95,6.50,
3922,2016/02,連結,1080,180,176,114,44.52,0.00,
3922,2017/02,連結,1355,250,237,154,49.89,0.00,
3922,2018/02,連結,1717,375,370,241,--,0.00,
3922,2019/02,連結,2286,518,494,313,47.01,0.00,
3922,2020/02,連結,2857,637,630,432,64.36,0.00,
3922,2020/02,連結,2857,637,630,432,64.20,0.00,
3923,2016/03,連結,4077,784,776,526,47.81,4.80,
3923,2017/03,連結,4932,975,972,731,32.30,3.90,
3923,2018/03,連結,6408,1241,1247,874,--,5.80,
3923,2019/03,連結,8743,1468,1474,1018,22.48,4.40,
3923,2020/03,単独,--,--,--,--,--,3.20,
3923,2020/03,連結,8351,833,835,520,5.74,3.20,
3924,2016/03,単独,7413,558,524,323,187.73,50.00,
3924,2017/03,単独,7208,367,371,242,40.51,18.00,
3924,2018/03,単独,7267,432,443,295,49.32,18.00,
3924,2019/03,単独,8056,585,585,378,63.26,20.00,
3924,2020/03,単独,8550,609,620,400,66.77,20.00,
3924,2020/03,単独,8550,609,620,400,66.81,20.00,
3925,2016/03,連結,948,256,248,159,63.39,26.00,
3925,2017/03,連結,1364,406,408,266,84.61,33.00,
3925,2018/03,連結,1997,551,559,324,--,40.00,
3925,2019/03,連結,2812,866,876,585,87.07,24.00,
3925,2020/03,連結,3560,1100,1108,731,108.66,30.00,
3925,2020/03,連結,3560,1100,1108,731,108.62,30.00,
3926,2016/03,連結,2468,849,840,536,106.77,0.00,
3926,2017/03,連結,2996,999,1006,632,61.60,0.00,
3926,2018/03,連結,4009,1155,1163,756,24.44,0.00,
3926,2019/03,連結,4969,1703,1708,1099,35.48,0.00,
3926,2020/03,連結,5400,1770,1770,1062,34.26,0.00,
3926,2020/03,連結,5400,1770,1770,1062,33.97,0.00,
3927,2016/03,単独,980,129,127,71,40.36,0.00,
3927,2017/03,単独,609,-110,-112,-357,-90.42,0.00,
3927,2018/03,単独,678,-15,-10,13,3.41,0.00,
3927,2019/03,単独,909,16,21,23,5.49,0.00,
3927,2020/03,単独,--,--,--,--,--,0.00,
3927,2020/03,単独,1000,10,10,8,1.76,0.00,
3928,2015/12,単独,2964,145,131,95,38.84,0.00,
3928,2016/12,連結,6801,500,410,882,--,0.00,
3928,2017/12,連結,11957,611,550,12,1.56,0.00,
3928,2018/12,連結,12133,17,-29,-3257,-388.69,0.00,
3928,2019/12,連結,11944,-781,-818,--,--,0.00,
3928,2019/12,連結,11944,-781,-818,-25,--,0.00,
3929,2016/03,連結,1953,225,209,146,60.64,15.00,
3929,2017/03,連結,2397,220,211,131,49.08,18.00,
3929,2018/03,連結,2808,353,344,254,45.02,15.00,
3929,2019/03,連結,3264,405,396,240,41.05,11.00,
3929,2020/03,連結,3800,270,240,160,26.67,12.00,
3929,2020/03,連結,3800,270,240,160,26.61,12.00,
3930,2016/07,単独,1559,252,235,144,57.75,0.00,
3930,2017/07,単独,1890,352,351,233,82.71,0.00,
3930,2018/07,単独,2092,319,335,234,82.30,0.00,
3930,2019/07,単独,2520,452,449,327,113.65,0.00,
3930,2020/07,単独,2781,287,287,197,68.04,--,
3930,2020/07,単独,2781,287,287,197,67.75,0.00,
3931,2016/01,連結,997,130,129,94,69.35,0.00,
3931,2017/01,連結,1586,92,89,58,34.33,0.00,
3931,2018/01,連結,3110,165,154,139,80.45,0.00,
3931,2019/01,連結,4585,135,123,102,57.09,0.00,
3931,2020/01,連結,6469,217,203,159,89.26,0.00,
3931,2020/01,連結,6469,217,203,159,88.70,0.00,
3932,2016/03,連結,5954,2146,1974,1112,97.85,0.00,
3932,2017/03,連結,11547,4751,4601,3291,243.11,0.00,
3932,2018/03,連結,21926,10534,10475,6084,445.24,10.00,
3932,2019/03,連結,28130,13635,13502,7858,567.67,50.00,
3932,2020/03,単独,--,--,--,--,--,10.00,
3932,2020/03,連結,36000,15000,15000,8700,623.46,10.00,
3933,2016/03,単独,1727,185,185,118,74.24,0.00,
3933,2017/03,連結,1947,206,225,157,41.88,0.00,
3933,2018/03,連結,2005,201,253,183,47.93,0.00,
3933,2019/03,連結,2030,77,61,10,2.75,0.00,
3933,2020/03,連結,2900,210,230,150,38.51,0.00,
3933,2020/03,連結,2900,210,230,150,38.62,0.00,
3934,2016/03,連結,4221,540,520,374,220.51,0.00,
3934,2017/03,連結,4189,681,660,455,234.05,0.00,
3934,2018/03,連結,5172,761,739,509,86.97,8.00,
3934,2019/03,連結,6192,842,843,584,99.28,8.00,
3934,2020/03,連結,6885,930,930,626,106.21,8.00,
3934,2020/03,連結,6885,930,930,626,106.18,8.00,
3935,2016/02,単独,1261,162,157,158,108.36,0.00,
3935,2017/02,単独,1364,54,38,-32,-19.78,0.00,
3935,2018/02,連結,--,--,--,--,--,0.00,
3935,2019/02,連結,2005,-516,-542,-1117,-243.50,0.00,
3935,2020/02,単独,--,--,--,--,--,0.00,
3935,2020/02,連結,2200,60,0,0,0.00,0.00,
3936,2016/03,単独,1188,211,211,146,141.69,0.00,
3936,2017/03,単独,1022,-127,-105,-120,-104.72,0.00,
3936,2018/03,単独,1251,-145,-153,-299,-258.32,0.00,
3936,2019/03,連結,1343,-50,-56,-61,-52.46,0.00,
3936,2020/03,連結,1600,30,30,25,21.44,0.00,
3936,2020/03,連結,1600,30,30,25,21.44,0.00,
3937,2016/03,連結,2926,193,232,-4,-3.89,0.00,
3937,2017/03,連結,2992,237,289,112,--,0.00,
3937,2018/03,連結,3208,322,355,212,19.08,0.00,
3937,2019/03,連結,3555,564,591,368,32.57,5.00,
3937,2020/03,連結,4021,671,710,443,38.46,--,
3937,2020/03,連結,4021,671,710,443,38.38,5.00,
3938,2015/12,連結,120405,1960,-530,-7581,-43.33,0.00,
3938,2016/12,連結,140704,19896,17989,6762,34.84,0.00,
3938,2017/12,連結,167147,25078,18145,8078,36.56,0.00,
3938,2018/12,連結,207182,16110,3354,-3718,-15.62,0.00,
3938,2019/12,単独,--,--,--,--,--,--,
3938,2019/12,連結,250000,-30000,-30000,-50000,--,0.00,
3939,2016/09,単独,1129,264,252,165,--,30.00,
3939,2017/09,単独,1291,330,330,223,28.22,5.00,
3939,2018/09,単独,1504,399,380,256,16.00,2.50,
3939,2019/09,単独,1685,544,543,357,7.44,1.00,
3939,2020/09,単独,1860,610,630,410,8.52,2.00,
3939,2020/09,単独,1860,610,630,410,8.52,2.00,
3940,2015/12,単独,2267,253,260,162,--,0.00,
3940,2016/12,単独,2441,312,311,194,125.84,102.00,
3940,2017/12,単独,2533,407,404,298,53.60,22.00,
3940,2018/12,単独,2540,390,405,276,48.97,22.00,
3940,2019/12,単独,2685,393,393,268,23.51,11.00,
3940,2019/12,単独,2685,393,393,268,23.44,11.00,
3941,2016/03,連結,532534,15727,16633,9816,39.64,12.00,
3941,2017/03,連結,545489,23642,25214,13876,56.04,12.00,
3941,2018/03,連結,605712,17082,23168,16622,67.14,12.00,
3941,2019/03,連結,653107,25292,27454,17163,69.32,14.00,
3941,2020/03,連結,700000,35000,37000,25000,100.97,16.00,
3941,2020/03,連結,700000,35000,37000,25000,92.23,16.00,
25935,----/--,--,--,--,--,--,--,--,
25935,----/--,--,--,--,--,--,--,--,
3943,2016/03,連結,17945,1103,1323,963,120.17,22.00,
3943,2017/03,連結,17246,1377,1533,1076,134.27,25.00,
3943,2018/03,連結,18367,1079,1250,906,226.03,41.50,
3943,2019/03,連結,18785,759,945,577,145.84,54.00,
3943,2020/03,連結,20000,1050,1300,900,232.42,54.00,
3943,2020/03,連結,20000,1050,1300,900,192.97,54.00,
3944,2016/03,連結,16548,502,441,286,24.53,5.00,
3944,2017/03,連結,16309,567,543,351,31.98,5.00,
3944,2018/03,連結,16839,630,639,409,377.79,27.50,
3944,2019/03,連結,16798,695,705,459,422.35,50.00,
3944,2019/12,連結,14300,750,750,500,458.61,50.00,
3944,2019/12,連結,14300,750,750,500,281.40,50.00,
3945,2016/03,連結,35170,301,264,140,9.17,6.00,
3945,2017/03,連結,33495,918,800,543,35.52,6.00,
3945,2018/03,連結,33082,320,350,209,137.02,60.00,
3945,2019/03,連結,32995,-206,-164,-933,-610.53,60.00,
3945,2020/03,連結,33000,300,300,200,130.81,60.00,
3945,2020/03,連結,33000,300,300,200,118.61,60.00,
3946,2016/03,連結,151353,5088,5605,3577,38.29,6.00,
3946,2017/03,連結,152153,7299,7865,4521,51.50,7.00,
3946,2018/03,連結,161514,5878,5973,3870,236.76,23.00,
3946,2019/03,連結,171580,5204,5604,4464,273.14,50.00,
3946,2020/03,連結,185000,7600,8000,5000,305.89,45.00,
3946,2020/03,連結,185000,7600,8000,5000,258.51,45.00,
3947,2015/12,連結,46320,634,891,701,14.20,8.00,
3947,2016/12,連結,46592,1020,1436,1149,23.20,8.00,
3947,2017/12,連結,49752,304,654,1244,125.91,50.00,
3947,2018/12,連結,53085,-473,-115,-857,-86.77,50.00,
3947,2019/12,連結,56000,400,710,480,48.55,50.00,
3947,2019/12,連結,56000,400,710,480,46.50,50.00,
3948,2015/12,単独,6983,215,210,161,27.88,18.00,
3948,2016/12,単独,6992,216,221,157,27.30,18.00,
3948,2017/12,単独,7101,196,207,-49,-8.53,23.00,
3948,2018/12,単独,6881,168,182,135,23.36,18.00,
3948,2019/12,単独,7100,240,240,150,25.94,18.00,
3948,2019/12,単独,7100,240,240,150,25.79,18.00,
3950,2015/12,連結,88043,6232,6468,4067,205.94,50.00,
3950,2016/12,連結,89174,6484,6825,4540,231.47,50.00,
3950,2017/12,連結,90313,7273,7589,5209,265.56,50.00,
3950,2018/12,連結,93126,6924,7212,4968,253.25,50.00,
3950,2019/12,連結,95800,7300,7600,5000,254.82,50.00,
3950,2019/12,連結,95800,7300,7600,5000,251.26,50.00,
3951,2016/03,連結,34966,2525,2806,1851,174.08,53.00,
3951,2017/03,連結,37591,2484,2801,1845,172.11,52.00,
3951,2018/03,連結,38530,2522,2829,1855,84.85,36.00,
3951,2019/03,連結,39331,1870,2250,1660,73.35,23.00,
3951,2020/03,連結,41690,1820,2080,1490,65.81,20.00,
3951,2020/03,連結,41690,1820,2080,1490,63.99,20.00,
3952,2016/03,連結,11695,888,943,518,104.30,40.00,
3952,2017/03,連結,11685,935,925,560,112.82,44.00,
3952,2018/03,連結,12104,829,811,486,97.86,40.00,
3952,2019/03,連結,12309,821,907,580,116.79,40.00,
3952,2020/03,連結,10700,700,810,550,110.73,40.00,
3952,2020/03,連結,10700,700,810,550,105.26,40.00,
3953,2016/03,単独,5220,297,300,173,35.97,15.00,
3953,2017/03,単独,4969,396,400,247,51.45,10.00,
3953,2018/03,単独,5029,283,286,173,36.07,10.00,
3953,2019/03,単独,5215,201,203,121,25.28,10.00,
3953,2020/03,単独,5442,229,228,137,28.54,10.00,
3953,2020/03,単独,5442,229,228,137,28.05,10.00,
3954,2016/03,連結,20068,1098,1180,824,92.86,14.00,
3954,2017/03,連結,19990,1195,1298,868,195.59,23.00,
3954,2018/03,連結,20771,1393,1521,1026,231.13,34.00,
3954,2019/03,連結,21819,1522,1669,1154,260.07,38.00,
3954,2020/03,連結,22000,1500,1630,1120,252.25,38.00,
3954,2020/03,連結,22000,1500,1630,1120,251.69,38.00,
3955,2016/01,連結,23196,594,681,500,23.45,5.00,
3955,2017/01,連結,22593,548,609,411,39.13,10.00,
3955,2018/01,連結,22624,501,598,414,40.24,12.00,
3955,2019/01,連結,22645,391,496,271,26.39,14.00,
3955,2020/01,連結,23200,570,650,440,42.72,12.00,
3955,2020/01,連結,23200,570,650,440,41.01,12.00,
3956,2016/03,単独,3950,82,83,119,19.98,3.00,
3956,2017/03,単独,4155,70,73,78,13.12,3.00,
3956,2018/03,単独,4099,61,61,36,6.03,3.00,
3956,2019/03,単独,4328,97,103,89,14.95,3.00,
3956,2020/03,単独,4500,120,120,100,16.67,3.00,
3956,2020/03,単独,4500,120,120,100,16.67,3.00,
3960,2016/06,連結,1631,188,163,150,131.68,0.00,
3960,2017/06,連結,1738,-12,-44,-87,-63.43,0.00,
3960,2018/06,連結,2053,79,64,33,22.83,0.00,
3960,2019/06,連結,2066,-65,-80,-150,-102.20,0.00,
3960,2020/06,連結,2295,53,43,1,0.68,0.00,
3960,2020/06,連結,2295,53,43,1,0.68,0.00,
3961,2015/12,単独,599,74,74,48,--,0.00,
3961,2016/12,単独,738,138,130,81,32.36,0.00,
3961,2017/12,単独,855,149,149,95,33.29,0.00,
3961,2018/12,単独,918,134,134,88,30.27,0.00,
3961,2019/12,連結,1023,75,75,39,13.39,0.00,
3961,2019/12,連結,1023,75,75,39,13.33,0.00,
3962,2016/09,単独,1550,186,175,118,42.16,0.00,
3962,2017/09,単独,1980,331,325,229,71.51,0.00,
3962,2018/09,単独,2604,513,513,343,51.31,0.00,
3962,2019/09,連結,7054,1081,959,378,26.15,0.00,
3962,2020/09,連結,9352,1300,1281,520,33.20,0.00,
3962,2020/09,連結,9352,1300,1281,520,33.20,0.00,
3963,2016/03,単独,849,320,323,209,--,0.00,
3963,2017/03,単独,1052,450,423,264,--,0.00,
3963,2018/03,連結,1377,595,570,364,--,0.00,
3963,2019/03,連結,1787,687,687,438,16.42,0.00,
3963,2020/03,連結,2250,690,690,439,16.41,0.00,
3963,2020/03,連結,2250,690,690,439,16.32,0.00,
3964,2015/12,連結,19299,4201,4263,1868,--,0.00,
3964,2016/12,連結,19983,4041,4115,2183,90.77,0.00,
3964,2017/12,連結,19409,3245,3321,1767,66.97,26.00,
3964,2018/12,連結,19492,3219,3308,1707,62.19,26.00,
3964,2019/12,連結,19776,2519,2878,1552,56.34,26.00,
3964,2019/12,連結,19776,2519,2878,1552,55.92,26.00,
3965,2016/09,単独,4242,248,249,150,147.98,38.00,
3965,2017/09,単独,6011,340,327,218,86.44,23.00,
3965,2018/09,単独,6548,501,484,281,106.37,30.00,
3965,2019/09,連結,7290,625,644,437,76.73,20.00,
3965,2020/09,連結,8200,710,690,450,78.85,21.00,
3965,2020/09,連結,8200,710,690,450,78.83,21.00,
3966,2015/12,連結,1915,-332,-338,110,--,0.00,
3966,2016/12,連結,3081,250,225,267,40.14,0.00,
3966,2017/12,連結,4565,545,518,438,--,0.00,
3966,2018/12,連結,9340,830,533,610,20.42,0.00,
3966,2019/12,連結,13500,-1310,-1340,-1560,-49.60,0.00,
3966,2019/12,連結,13500,-1310,-1340,-1560,--,0.00,
3967,2016/02,単独,960,135,131,88,--,0.00,
3967,2017/02,単独,1379,183,170,104,46.26,0.00,
3967,2018/02,連結,1608,71,71,31,6.27,0.00,
3967,2019/02,連結,1656,38,32,-63,-12.39,0.00,
3967,2020/02,連結,1800,150,140,90,17.49,0.00,
3967,2020/02,連結,1800,150,140,90,17.50,0.00,
3968,2015/12,連結,6172,128,143,98,--,0.00,
3968,2016/12,連結,6881,218,286,162,137.24,0.00,
3968,2017/12,連結,7792,382,437,319,57.10,0.00,
3968,2018/12,連結,8767,484,485,377,66.30,10.00,
3968,2019/12,連結,9476,566,574,371,32.45,10.00,
3968,2019/12,連結,9476,566,574,371,32.36,10.00,
3969,2016/03,単独,845,271,271,174,--,8700.00,
3969,2017/03,単独,961,288,278,190,92.71,28.47,
3969,2018/03,単独,1107,324,324,222,33.45,20.67,
3969,2019/03,単独,1448,514,489,312,45.54,11.00,
3969,2020/03,単独,1600,560,560,375,50.38,16.00,
3969,2020/03,単独,1600,560,560,375,50.19,16.00,
3970,2016/03,単独,1303,3,4,13,19.58,0.00,
3970,2017/03,単独,1257,172,195,121,162.55,0.00,
3970,2018/03,単独,1345,29,33,23,12.08,0.00,
3970,2019/03,連結,1487,16,19,8,4.54,0.00,
3970,2020/03,連結,1920,100,100,40,20.07,0.00,
3970,2020/03,連結,1920,100,100,40,20.01,0.00,
3974,2015/10,連結,2925,216,214,111,--,40.00,
3974,2016/10,連結,2866,217,239,143,112.31,15.00,
3974,2017/10,連結,2572,151,145,102,72.61,20.00,
3974,2018/10,連結,2639,173,176,109,75.97,23.00,
3974,2019/10,連結,2759,238,238,155,107.82,23.00,
3974,2019/10,連結,2759,238,238,155,85.16,23.00,
3975,2017/12,連結,70473,4619,4394,2781,117.10,30.00,
3975,2018/12,連結,64792,3433,3325,1952,82.48,30.00,
3975,2019/12,連結,63600,2300,2150,1050,44.63,20.00,
3975,2019/12,連結,63600,2300,2150,1050,42.74,20.00,
3976,2015/10,連結,1411,32,30,24,--,0.00,
3976,2016/10,連結,1534,46,42,36,35.84,0.00,
3976,2017/10,連結,1586,-48,-62,-326,-244.04,0.00,
3976,2018/10,連結,1803,-31,-30,-31,-22.61,0.00,
3976,2019/10,連結,1890,10,9,6,4.32,0.00,
3976,2019/10,連結,1890,10,9,6,4.32,0.00,
3977,2016/02,単独,985,52,47,27,--,0.00,
3977,2017/02,単独,1139,68,56,35,58.65,0.00,
3977,2018/02,単独,1203,62,62,41,57.67,2.00,
3977,2019/02,単独,1200,2,1,-228,-317.83,0.00,
3977,2020/02,単独,1330,12,9,7,9.94,0.00,
3977,2020/02,単独,1330,12,9,7,9.72,0.00,
3978,2016/06,連結,32504,5730,4087,2832,--,0.00,
3978,2017/06,連結,35514,6825,5882,3706,97.11,5.00,
3978,2018/06,連結,40024,7607,7372,4719,120.21,7.00,
3978,2019/06,連結,44279,7751,7285,4702,117.90,9.00,
